Module,Question (English),Answer (English),Service,Question (Arabic),Answer (Arabic),Keywords
Project Status,What is the process if I have already invested in a cancelled project?,"In Dubai REST app,  If you are eligible for a refund, contact the developer or the Dubai Land Department (DLD) to initiate the refund process.",Dubai REST,,,
Mollak - Service charge,How can I check service charges for a property in Dubai REST app?,"In Dubai REST app, follow below steps:",Dubai REST,,,
Mollak - Service charge,Can I check & pay service charges for all my properties at once?,"Yes, In Dubai REST app, follow below steps:",Dubai REST,,,
Mollak - Service charge,Can I check service charges statements in app?,"Yes, In app you can check service charge payment history on property.",Dubai REST,,,
Mollak - Service charge,Are service charges refundable in app?,"No, Dubai REST app is redirecting to management company's portal for payment. So there is no direct payment to Dubai Land department.",Dubai REST,,,
User Registration,How to Gain Access to the Ejari System as a Management Company,"To gain access to the Ejari system, your company must fulfill the following requirements:",Ejari,,,
User Registration,How to Gain Access to the Ejari System as a  owner or owner representative,"To gain access to the Ejari system as an owner or representative, please follow these steps:",Ejari,,,
Property registration,How to Register My Property in the Ejari System,"To register your property in the Ejari system, you need to submit the required documents to the Survey Section. Please send your documents via email to: ejari.survey@dubailand.gov.ae",Ejari,,,
Property registration,Process to Update Property Details in the Ejari System,·        For Non-Freehold Properties,Ejari,,,
Property registration,How a Real Estate Company Can Add a Property to the Real Estate Login,"To add a property to your real estate login, follow these steps:",Ejari,,,
Management Contract ,How to Transfer Units from the Management Company to the Owner,Once the management company terminate the management contract The tenancy Contract will be automatically transferred to the owner,Ejari,,,
Management Contract ,How the Owner Can Terminate the Management Contract,·        If the Owner is an Individual:,Ejari,,,
Tenancy contract,What is the Maximum Period Allowed for a Tenancy Contract in Ejari.,The maximum period allowed for a tenancy contract in Ejari is 10 years.,Ejari,,,
Tenancy Contract,What is the Maximum Number of Residential Contracts Allowed Under a Person's Name,"Currently, the maximum number of residential contracts allowed under a person's name is three. This limit is subject to change based on the Rental Section's decision",Ejari,,,
Tenancy Contract,How to cancel the request raised by tenant in Dubai  rest,To cancel a request raised by a tenant in Dubai REST:,Ejari,,,
Tenancy Certificate,Can a Tenant Register the Ejari Contract,"Yes, a tenant can initiate the registration of the Ejari contract, but the landlord's approval is required for the process to be completed. The tenant can submit the details of the rental agreement via the DUBAI REST mobile app",Ejari,,,
User profile,Is it  allowed  to  make  Ejari under  two  tenant name,"They can be mentioned in the lease contract, but the certificate is issued in the name of one of the tenants",Ejari,,,
User profile,How to  modify the email and mobile numebr Registered Under my user name,1.Sign in to DUBAI LAND Website choosing  the Application with Username and password,Ejari,,,
Ejair,How to  get  the print out of old ejair or the documents attached on the registration of ejair,To get a printout of an old Ejari contract or documents related to your registration:,Ejari,,,
Ejari,Can a landlord terminate the tenancy contract early and evict the tenant?,"According to the Article 25 of RERA tenancy Law (33) of 2008, a landlord can demand the termination of  the lease contract for the following reasons:",Ejari,,,
Ejari,What should the tenant do if landlord is forcing to evict before end date of contract?,"If a tenant in Dubai is facing unlawful eviction by the landlord, the tenant must first approach the landlord and try to negotiate the issue. If the tenant is unable to come to a solution, with the landlord, the tenant has the right to file a complaint against him at the Rental Dispute Centre (RDC). While filing a rental dispute case in Dubai, tenants should ensure that they have all of the valid documents of their tenancy contract or Ejari Dubai system, latest DEWA bill, title deed copy, tenant’s passport and visa copy. Additionally, they should have UAE ID Card copy and any other supporting documents before approaching the RDC.",Ejari,,,
